Ticket id,Interaction id,Ticket Summary,Interaction content,Type 1,Type 2,Type 3,Type 4,hierarchical_label
22980,64271,Re: GT3,"I'm sorry I don't have Discord and I won't use it either.I come from ***** (LOC) use the Mate 10 Pro.The Huawei ID: XXXXXXXXXXCOM I have no app that is to be mentioned.The action ran on 25822 in Hall 7 ,, Appgalerie ,, from 1400 on gamescom. (See photos) My question again: Where do I get the written (expression by email) confirmation that the Watch GT3 is my property.In this regard, there was nothing to the hand at gamescom.MfG ***** (per) apikosenstr6 ***** (Phone) Meckenheim ***** (LOC) wrote on Thursday, September 1st ***** (Phone), 1155: Dear Lord***** (per), we recommend that you contact the discord channel https: // discordggdacxqnc4qf directly from your computer.If you have difficulties in using Discord or prefer that we will edit the case, please give us the following information for further examinations: 1. Your Huaweid 2. Your service country Appgallery> Settings> Land 2. The name of the game app3. The name of the campaign, in which you have participated 4. indicate how many huject vouchers you should receive 5. Your discord contact information, if you have any further questions, please answer this email thread and we will be happy to help you with yoursContinue to doubt.Sincerely, ***** (Per) Customer Service The Aspiegel SE is a society under Irish law based in ***** (LOC), ***** (LOC).Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC)and other countries.From: XXXXXXXXXCCCOM SENT: Thursday 01 September ***** (Phone) 1135 to: XXXXXXXXXCOM Subject: Aspiegel Support Issue Submit Product: Other Products Requests: Requests Contact Full Name: Aust Horst Phone Number: +**** (Phone) Contact Email Address: XXXXXXXXXCXCOM SUMMARY OF THE ISSUE: German please I have received the Watch GT3 at Gamescom Hall 7.I have not received any further documents that this is officially in my possession where do I get the home |News |Events |Products |Partners |Support Copyright Aspiegel SE ***** (Phone)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22980,64280,RE : GT3,"Dear Mr. ***** (per), thank you for providing the requested information.I thank you for your patience in this long process and I apologize that you still have to wait a bit.We very much appreciate your cooperation.I will check your problem with our specialized team and inform you about possible changes as soon as possible.With friendly greeting, ***** (per) customer service The Aspiegel SE is a society under Irish law based in ***** (LOC), ***** (LOC).Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC)and other countries.From: XXXXXXXXXXXCCOM SENT: Thursday 01 September ***** (Phone) 1211 to: XXXXXXXXXXXCOM Subject :)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22980,64289,RE : GT3,"Dear Lord ***** (per), I thank you for your patience in this long process and I apologize for the waiting time.Our internal team told me that we have no way of issuing a document that proves that the price obtained is yours.I am not sure what you received when you took part in the event, but in this case either we cannot help you.Thank you for your cooperation, do not forbid you to address us if we can help you further.With friendly greeting, ***** (per) customer service The Aspiegel SE is a society under Irish law based in ***** (LOC), ***** (LOC).Aspiegel SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC)and other countries.From: XXXXXXXXXXXCCOM SENT: Thursday 01 September ***** (Phone) 1211 to: XXXXXXXXXXXCOM Subject :)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22978,64246,[AppGallery]Problems and suggestions,Description Nu merge instalat Contact information Vxxxxxxxxxcom,AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,AppGallery  > Problem/Fault > AppGallery-Install/Upgrade > Can't install Apps
22978,64255,RE : [AppGallery]Problems and suggestions,"Dear Customer, thank you for contacting Aspiegel.We hope you are fine.To give you the best solution, we asked for the following information: 1. A description of the problem.2. A screenshot or error video recording.3. The moment when the problem occurred.4. Your Huawei Ident: Appgalleryhms Coredespose then make a screenshot.5.8. HMS Core Version: Huawei Appgalleryhms CoredesclasestaştiBout.9. Associated application.10. The version of the associated application.11. The Appgallery register if you have any additional questions, do not hesitate to answer this email and we will be happy to help you clarify your doubts.With respect, Claudiu Aspiegel",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22977,64245,[AppGallery]Problems and suggestions,Description does not install contact information vxxxxxxxcom,AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,AppGallery  > Problem/Fault > AppGallery-Install/Upgrade > Can't install Apps
22972,64235,[AppGallery]Probleme și sugestii,Description does not go stumble Guysul Contact Information I can't say sent from my Huawei phone,AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,AppGallery  > Problem/Fault > AppGallery-Install/Upgrade > Can't install Apps
22972,64242,RE : [AppGallery]Probleme și sugestii,"Dear Customer, thank you for contacting Aspiegel.We hope you feel good.This email is in relation to your request on the Appgallery issue.To be able to investigate it, please provide us with the following: 1. A problem description 2. A screenshot or a video record of the error 3. The moment when the problem 4. Your Huawei ID: App Galleryhms Coredesclarythen make a screenshot 5. your phone model 6. The SN number of your device 7. App Gallery: Huawei App Galleryme> About 8. HMS Core Version: Huawei App Galleryhms11. Application journal Thank you for cooperation.For additional questions, please do not hesitate to answer this message and we will be happy to help you clarify your concerns.Sincerely, Stela team of customer assistance team A Aspiegel Se é uma Empress constituted Segundo as Leis da Ireland, com Sede Em Dublin, Ireland.Aspiegel is a provider of Huawei Mobile Services Para Huawei is Honor Property of Dispositivos na Europe, Canadá, Austlalia, Nova Zelăndia is outs países.From: xxxxxxxxxcom Sent: Thursday 01 September *** (Phone) 1109 to: xxxxxxxxcom subject: [appgalmeryprobleme and suggestions Description does not go stumble contact information can not say sent from my phone huawei",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22964,64204,Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,,AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22964,64211,RE : Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,"Dear Customer, Thank you for contacting *****(PERSON). We hope youre doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App GalleryHMS coreOpen then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App GalleryMe> About HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22964,64204,Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,,AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22963,64202,[AppGallery]Проблемы и предложения,Timestamp: *****(PHONE)-0628T111739Z Message: AADSTS*****(PHONE): The endpoint only accepts POST requests. Received a GET request. Контактные данные *****(PHONE) Request Id: *****(PHONE)-ae29-*****(PHONE)-bed16d*****(PHONEa400 Correlation Id: bdd986f67e0c4a65a7dc1c*****(PHONEa*****(PHONE),AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22963,64209,RE : [AppGallery]Проблемы и предложения,"Dear Customer, Thank you for contacting *****(PERSON). We hope youre doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App GalleryHMS coreOpen then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App GalleryMe> About HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22962,64200,VIP September special CH,how do i become a VIP if i do saw if its right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer.,AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Problem/Fault > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22962,64225,RE : VIP September special CH,"Dear customer, Thank you for contacting *****(PERSON). We hope youre doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The nametitle of the campaign - The activity regioncountry If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON)",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Problem/Fault > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22962,64230,Re: RE : VIP September special CH,"the name: VIP september special CH (vip users only) country : Switzerland ‫בתאריך יום ה׳, 1 בספט׳ *****(PHONE) ב1149 מאת <‪xxxxxxxxxcom‬‏>:‬ Dear customer, Thank you for contacting *****(PERSON). We hope youre doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The nametitle of the campaign - The activity regioncountry If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON)",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Problem/Fault > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22962,64411,RE : VIP September special CH,"Dear customer, We hope you are doing well. We are bringing you an answer regarding your concern. After checks, it seemed that the VIP Campaign page had an issue which is fixed now. In this case, we advise you to click on AppGalleryCampaignsVIP September Special CH and you will be able to find all the information and the Terms & Conditions at the end. In the Terms &Conditions it is specified: ""5. How to Enter. 51 Any user who makes purchases by debitcredit card, direct carrier billing, or PayPal in all games that downloaded from AppGallery/ Game Center may opt to participate in the campaign. 52 This offer is only available to Huawei and other Android device users whose unique Huawei ID is registered within the Campaign territory stated in Section 3, where the Participant also resides. The participants Huawei ID service region and IP address shall also correspond to their country of residence. "" At the end of the campaign Terms & Conditions, you can also find the list of the games. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela Aspiegel",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Problem/Fault > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22962,64425,Re: RE : VIP September special CH,"if its fine to ask whats new in september month? ‫בתאריך יום ה׳, 1 בספט׳ *****(PHONE) ב1710 מאת <‪xxxxxxxxxcom‬‏>:‬ Dear customer, We hope you are doing well. We are bringing you an answer regarding your concern. After checks, it seemed that the VIP Campaign page had an issue which is fixed now. In this case, we advise you to click on AppGalleryCampaignsVIP September Special CH and you will be able to find all the information and the Terms & Conditions at the end. In the Terms &Conditions it is specified: ""5. How to Enter. 51 Any user who makes purchases by debitcredit card, direct carrier billing, or PayPal in all games that downloaded from AppGallery/ Game Center may opt to participate in the campaign. 52 This offer is only available to Huawei and other Android device users whose unique Huawei ID is registered within the Campaign territory stated in Section 3, where the Participant also resides. The participants Huawei ID service region and IP address shall also correspond to their country of residence. "" At the end of the campaign Terms & Conditions, you can also find the list of the games. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela Aspiegel",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Problem/Fault > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22962,64469,Reply,"Dear user, Thank you for your cooperation. To build better game experience, we build discord channel to update you the latest game campaign, discount activities, and provide you direct services. We recommend you to use our discord channel therefore, you can directly contact our dedicated game operation staff through discord channel. Here is the discord link that serves your country (Switzerland): https://discordggdaCXQNc4Q We hope this information is useful and that it will solve your problem. If you have any further questions, please do not hesitate to reply to this email and we will be happy to help you resolve your doubts. Sincerely, Madalin Aspiegel",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22959,64193,g[AppGallery]Problem och försla[Ap[AppGallery]Problems and suggestionspGallery]Problem och förslag,Description No certificates were found.Contact Information AXXXXXXXXXXCOM,AppGallery ,Problem/Fault,General,Security issue / malware,AppGallery  > Problem/Fault > General > Security issue / malware
22959,64406,RE : [AppGallery]Problem och förslag[AppGallery]Problems and suggestions,"Dear Customer, Thank you for contacting *****(PERSON). We hope youre doing well. In order to give you the best solution, could you please clarify your request with following information: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App GalleryHMS coreOpen then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App GalleryMe> About 8. HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, *****(PERSON)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22956,64184,Problème cashback,"Hello, I send you this message because I did not receive cashback on an offer available photo to lappui, the bot is not known to my addition and sends me back to you.The problem is not recurring it arrived on August 28 Huawei id: ***** (phone) Thank you Matteo Convert",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22956,64195,RE : Problème cashback,"Dear Matteo, thank you without contacted aspiegel.We hope you are well.***** (loc) Email is about your request concerning the cashback for purchases in the game. To improve the game lexperience, we created a Discord channel to keep you informed of the latest game campaigns, activitiesreduction and to provide you with direct services.We recommend that you contact us via the Discord channel: https: // DiscordgG3BTJJHCPE from your computer directly.Our colleagues are the most qualified and will gladly help you.If you have other questions, do not hesitate to answer this email and we will be happy to help you resolve your doubts.Honestly, Stela Léquipe de Customer support Daspiegel Aspiegel is a company incorporated under the laws of ***** (loc) with its headquarters in dublin, ***** (loc).Aspiegel is the Provider of Huawei Mobile Services to Huawei and Honor Device Owners in Europe, ***** (LOC), ***** (LOC), New Zealand and Other Countries.From: xxxxxxxxxxcom feel: thursday 01 September ****** (phone) 0935 to: xxxxxxxxxcom subject: cashback problem hello, I send you this message because I have not received from cashback on an offer available photo to lappi, the botknew I and send me back to you.The problem is not recurring it arrived on August 28 Huawei id: ***** (phone) Thank you Matteo Convert",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,AppGallery  > Problem/Fault > Coupon/Gifts/Points Issues > Can't use or acquire
22948,64155,[AppGallery]Problémák és javaslatok,Description VersionProblem Contact Information XXXXXXXXXXCOM,AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22948,64157,RE : [AppGallery]Problémák és javaslatok,"Dear Customer, Thank you for contacting *****(PERSON). We hope youre doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App GalleryHMS coreOpen then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App GalleryMe> About HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22944,64148,Aspiegel Support issue submit,Product: AppGallery & Games Requests: Refund request: InApp Purchase not received Contact Full Name: *****(PER) Valencia Phone Number: +*****(PHONE) Contact Email Address: xxxxxxxxxcom Huawei Id Account: xxxxxxxxxcom Summary of the issue: Compra realizada y descontada pero no me llegó nada al juego Home | News | Events | Products | Partners | Support Copyright Aspiegel SE,AppGallery ,Problem/Fault,Third Party APPs,Refund,AppGallery  > Problem/Fault > Third Party APPs > Refund
22944,64216,RE : Aspiegel Support issue submit,"Dear ***** (per), thanks for contacting Aspiegel.I hope you do well.This email is in relation to your concern about `` Buy in the application not received. ''I am delighted to assist you with your problem and I will do everything possible to help you.Do you want to receive the item purchased or a refund?If you want to receive the article: the best solution would be for you to contact the game customer service, since developers are the only ones that can send the items directly.If you want to receive a refund: you should contact the application developer in question to accept the written refund.We have verified in our system that your Huawei ID account has been registered elsewhere.Therefore, we do not have access to your account information.You will have to contact the customer service of your region.Please access this link https: // consumerhuaweicomensupportcontactus/and check your country's customer service.Sincerely, ***** (per)",AppGallery ,Problem/Fault,Third Party APPs,Refund,AppGallery  > Problem/Fault > Third Party APPs > Refund
22943,64147,[AppGallery]Problems and suggestions,Description How to installed Contact information Txxxxxxxxxcom,AppGallery ,Suggestion,General,Others,AppGallery  > Suggestion > General > Others
22943,64213,RE : [AppGallery]Problems and suggestions,"Dear customer, Thank you for contacting *****(PERSON). We hope you are doing well. This email is in regards to your concern about your AppGallery issue. In order to be able to further investigate it, can you please provide us with the following: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App GalleryHMS coreOpen then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App GalleryMe> About 8. HMS Core Version: Huawei App GalleryHMS coreOpen> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery Thank you for your cooperation. For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON)",AppGallery ,Others,Unknown,Unknown,AppGallery  > Others > Unknown > Unknown
22938,64257,RE : [AppGallery]Probleme și sugestii,"Dear Customer, thank you for contacting Aspiegel.We hope you are fine.To give you the best solution, we asked for the following information: 1. A description of the problem.2. A screenshot or error video recording.3. The moment when the problem occurred.4. Your Huawei Ident: Appgalleryhms Coredespose then make a screenshot.5.8. HMS Core Version: Huawei Appgalleryhms CoredesclasestaştiBout.9. Associated application.10. The version of the associated application.11. The Appgallery register if you have any additional questions, do not hesitate to answer this email and we will be happy to help you clarify your doubts.With respect, Claudiu Aspiegel",AppGallery ,Suggestion,General,Others,AppGallery  > Suggestion > General > Others
22935,64164,Problems and suggestions,"Dear customer, thank you for choosing *****(PERSON). We hope that you are doing well. I am glad to assist you with your inquiry and I will do my best to help you with your problem. Perform the following to troubleshoot: Clear the cache data of Google Play Store and Google Play services:（NoteThis action will clear your Google account data. It is recommended that you back up the data before doing so. Open Settings, search for Apps, go to More > Show system processes, and touch Google Play Store. Then go to Storage > CLEAR DATA. Repeat the steps for Google Play services. Check whether your phone has a good network connection. It is recommended that you download the app in a good network environment. Check whether Digital balanceStudent mode is enabled. If yes, open Settings, search for Digital balance or Student mode, disable it, and try again. Restart the device. Please do not hesitate to contact us if we can be your further assistance. With kind regards, Marian *****(PERSON)",AppGallery ,Suggestion,General,Others,AppGallery  > Suggestion > General > Others
22931,64270,Envio de recompensa resgatada Sending redeemed rewards,"Estimated Hugo Brito, we recommend that you contact us through the Discard https: // disordggtkyzc5cagu channel from the work environment of your computer directly.If you have any difficulties in using discord or if we prefer the case, you want to provide the following information for further investigation: 1. Your Huawei 2 Identification. Your Country of Service Appallery> Me> Settings> Country 2. The name of the application of game 3. The name of the campaign in which he participated 4. Describe how many pointshuawecouponpreço was destined to him 5. Contact information of your disagreeing account, if applicable if you have any more questions, please feel free to answer the This topic of electronic mail and we will be pleased to clarify about your doubts.Sincerely, Marian Aspiegel",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Suggestion > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22931,64278,Re: Envio de recompensa resgatada Sending redeemed rewards,"Good morning, I don't have a computer get outlook for Android from: xxxxxxxxxcom Sent: thursday, sepateger 1, ***** (Phone) 111240 am to: xxxxxxxxxcom Subject: Hugo Brito rescued redeeming reward sending us through the channel Disagree https: // disordggtkyzc5cagu from the workplace of your computer directly.If you have any difficulties in using discord or if we prefer the case, you want to provide the following information for further investigation: 1. Your Huawei 2 Identification. Your Country of Service Appallery> Me> Settings> Country 2. The name of the application of game 3. The name of the campaign in which he participated 4. Describe how many pointshuawecouponpreço was destined to him 5. Contact information of your disagreeing account, if applicable if you have any more questions, please feel free to answer the This topic of electronic mail and we will be pleased to clarify about your doubts.Sincerely, Marian Aspiegel",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Suggestion > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22931,64290,RE : Envio de recompensa resgatada Sending redeemed rewards,"Estimated Hugo Brito, thanks for his return and for his quick response.In this case, in order to be able to help you, we will need the following information on your part: 1. Your Huawei 2 Identification. Your Country of Service Appallery> Me> Settings> Country 2. The name of the application of game 3. The name of the campaign in which he participated 4. Describe how many pointshuawecouponponpreço were destined to him 5. Contact information of his disagreement account, if applicable if he has any more question, please feel free to answer this electronic mail topic and we will have all the pleasure in clarity about your doubts.Sincerely, Marian Aspiegel",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Suggestion > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22931,64537,Re: RE : Envio de recompensa resgatada Sending redeemed rewards,"Where I see the huawei identification.Hugo Brito ***** (Phone) Portugal (the app gallery service) The contest was the summer rescued in time were 90 points to complain about the Huawey Mini Speaker whose photo I got outlook for Android from: xxxxxxxxxxx: Thursday, Septamber 1, ***** (Phone) 114704 AM TO: XXXXXXXXXXCOM Subject: Re: Estimated redeeming reward sending Hugo Brito, thanks for his return and for his quick response.In this case, in order to be able to help you, we will need the following information on your part: 1. Your Huawei 2 Identification. Your Country of Service Appallery> Me> Settings> Country 2. The name of the application of game 3. The name of the campaign in which he participated 4. Describe how many pointshuawecouponponpreço were destined to him 5. Contact information of his disagreement account, if applicable if he has any more question, please feel free to answer this electronic mail topic and we will have all the pleasure in clarity about your doubts.Sincerely, Marian Aspiegel",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,AppGallery  > Suggestion > VIP / Offers / Promotions > Offers / Vouchers / Promotions
22928,64311,RE : Update,"Dear customer, thank you for making contact with *****.We hope you are doing well.This email refers to your request regarding the app.So that we can help you as soon as possible, please send us the following information: - Your Huaweid - the name of the app - a screenshot of the app and the technical problem you have.If you have any further questions, please do not hesitate to answer this email thread and we will be happy to help you.Kind regards, Andrea ***** (per) customer service The ***** (per) SE is a society under Irish law based in ***** (loc), ***** (LOC).***** (per) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC),***** (LOC) and other countries.From: XXXXXXXXXXXCOM SENT: Wednesday 31 August ***** (Phone) 2128 to: XXXXXXXXXXXCOM Subject: Awupdate Thank you very much for the quick answer.I don't want to install an app.The app has already been installed and when I click on it, the app does not open.I also don't get any error message.Sincerely, ***** (Per) sent from my phone ---------------- from: XXXXXXXXXXXXXXXCC Date: Wed., 31. Aug. *****(Phone), 2111 to: XXXXXXXXXXCOM SELF: Re: Update Dear customer, thank you for making contact with ***** (via).We hope you are doing well.This email refers to your request regarding the Gallery or Quick apps app.Perform the following steps: 1. Go on the Huawei vision start screen to all apps> Appgalerie.2. Enter the name of the app you want to download into the text input field.3. Select the corresponding app and click OK.Further information can be found on the following instructions: Quick Apps: HTTPS: // ConsumerhuaWomensupportContentenus ***** (Phone)/app gallery: https: // consumerhuaweicomensupportcontentenus ***** (Phone)/Apps at region: https:// ConsumerhuaweimensupportContentus ***** (Phone)/ If you have any further questions, please do not hesitate to answer this email thread and we will be happy to help you.Kind regards, Andrea ***** (per) customer service The ***** (per) SE is a society under Irish law based in ***** (loc), ***** (LOC).***** (per) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC),***** (LOC) and other countries.From: XXXXXXXXXXCOM SENT: Wednesday 31 August ***** (Phone) 1921 to: XXXXXXXXXXXXCOM Subject: Update Good evening.After yesterday's update from my Huawei Mate 20 Lite, I can no longer be opened an app.I urgently need help and the chat couldn't help me.I look forward to quick feedback.Thank you.Sincerely, ***** (per) ***** (Phone)",AppGallery ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,AppGallery  > Problem/Fault > AppGallery-Use > UI Abnormal in Huawei AppGallery
22928,64533,Re: RE : Update,"Good evening, ***** (per).Unfortunately, my problem has not yet solved.Hence the required information here.Huawei id.XXXXXXXXXCOM Name of the app: Solitaire Screenshot attached this message, does not load and countless restarts do not help.Since this is a paid app of Google, I will not deactivate it and reinstall it.I thank you for the support.Sincerely, ***** (per) wrote on Thursday, September 1st ***** (Phone), 1332: Dear customer, thank you for making contact with ***** (per)have recorded.We hope you are doing well.This email refers to your request regarding the app.So that we can help you as soon as possible, please send us the following information: - Your Huaweid - the name of the app - a screenshot of the app and the technical problem you have.If you have any further questions, please do not hesitate to answer this email thread and we will be happy to help you.Kind regards, ***** (per) ***** (per) customer service The ***** (per) SE is a society under Irish law based in ***** (loc),***** (LOC).***** (per) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC),***** (LOC) and other countries.From: XXXXXXXXXXXCOM SENT: Wednesday 31 August ***** (Phone) 2128 to: XXXXXXXXXXXCOM Subject: Awupdate Thank you very much for the quick answer.I don't want to install an app.The app has already been installed and when I click on it, the app does not open.I also don't get any error message.Sincerely, ***** (Per) sent from my phone ---------------- from: XXXXXXXXXXXXXXXCC Date: Wed., 31. Aug. *****(Phone), 2111 to: XXXXXXXXXXCOM SELF: Re: Update Dear customer, thank you for making contact with ***** (via).We hope you are doing well.This email refers to your request regarding the Gallery or Quick apps app.Perform the following steps: 1. Go on the Huawei vision start screen to all apps> Appgalerie.2. Enter the name of the app you want to download into the text input field.3. Select the corresponding app and click OK.Further information can be found on the following instructions: Quick Apps: HTTPS: // ConsumerhuaWomensupportContentenus ***** (Phone)/app gallery: https: // consumerhuaweicomensupportcontentenus ***** (Phone)/Apps at region: https:// ConsumerhuaweimensupportContentus ***** (Phone)/ If you have any further questions, please do not hesitate to answer this email thread and we will be happy to help you.Kind regards, ***** (per) ***** (per) customer service The ***** (per) SE is a society under Irish law based in ***** (loc),***** (LOC).***** (per) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC),***** (LOC) and other countries.From: XXXXXXXXXXCOM SENT: Wednesday 31 August ***** (Phone) 1921 to: XXXXXXXXXXXXCOM Subject: Update Good evening.After yesterday's update from my Huawei Mate 20 Lite, I can no longer be opened an app.I urgently need help and the chat couldn't help me.I look forward to quick feedback.Thank you.Sincerely, ***** (per) ***** (Phone) ***** (Phone)",AppGallery ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,AppGallery  > Problem/Fault > AppGallery-Use > UI Abnormal in Huawei AppGallery
22928,64535,RE : Update,"Dear customer, thank you for making contact with *****.We hope you are doing well.This email refers to your request regarding the app.Thanks for the information.We apologize for the inconvenience and thank you for your patience.I know that this is a tense situation and I understand your dissatisfaction, but I am here to offer you the help you need.Our internal team will analyze this case and offer us a solution as soon as possible.As soon as we have received the answer from you, I or one of my colleagues will help you to follow the steps given by our internal team to solve the problem.We will do our best to find a suitable solution for your request.Sincerely, ***** (per) ***** (per) customer service The ***** (per) SE is a society under Irish law based in ***** (loc),***** (LOC).***** (per) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC),***** (LOC) and other countries.From: XXXXXXXXXXXCOM SENT: Thursday 01 September ***** (Phone) 2106 to: XXXXXXXXXXXCOM Subject :)",AppGallery ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,AppGallery  > Problem/Fault > AppGallery-Use > UI Abnormal in Huawei AppGallery
