Ticket id,Interaction id,Ticket Summary,Interaction content,Type 1,Type 2,Type 3,Type 4
22980,64271,Re: GT3,"Es tut mir leid discord habe ich nicht und werde ich auch nicht nutzen. Ich komme aus *****(LOC) Nutze das mate 10 pro. Die Huawei ID: xxxxx@xxxx.com Ich habe keine App die zu erwähnen ist. Die Action lief am 25.8.22 in der Halle 7 Stand,, appgalerie ,, ab 14:00 auf der Gamescom.(siehe Fotos) Meine Frage nochmal : wo bekomme ich die schriftliche (Ausdruck reicht via Mail) Bestätigung das die watch GT3 mein Eigentum ist her. Auf der Gamescom gab es diesbezüglich nichts an die Hand. Mfg *****(PER) Aprikosenstr.6 *****(PHONE) Meckenheim *****(LOC) schrieb am Do., 1. Sept. *****(PHONE), 11:55: Sehr geehrter Herrn *****(PER), Wir empfehlen Ihnen, uns über den Discord-Kanal https://discord.gg/daCXQNc4QF direkt von Ihrem Computer aus zu kontaktieren. Wenn Sie Schwierigkeiten bei der Nutzung von Discord haben oder es vorziehen, dass wir den Fall bearbeiten, geben Sie uns bitte folgende Informationen für weitere Untersuchungen: 1. Ihre Huawei-ID 2. Ihr Dienstland AppGallery> Ich> Einstellungen> Land 2. Der Name der Spiele-App 3. Der Name der Kampagne, an der Sie teilgenommen haben 4. Geben Sie an, wie viele HUAWEI-Punkte/Gutscheine/Prämien Sie erhalten sollten 5. Ihre Discord-Kontaktinformationen, falls zutreffend Wenn Sie weitere Fragen haben, antworten Sie bitte auf diesen E-Mail-Thread und wir helfen Ihnen gerne bei Ihren Zweifeln weiter. Mit freundlichen Grüßen, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:35 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE *****(PHONE)",AppGallery ,Others,Unknown,Unknown
22980,64280,RE : GT3,"Sehr geehrter Herrn *****(PER), vielen Dank für die Bereitstellung der angeforderten Informationen. Ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen, dass Sie noch ein Bisschien warten müssen. Wir schätzen Ihre Zusammenarbeit sehr. Ich werde Ihr Problem mit unserem spezialisierten Team prüfen und Sie so schnell wie möglich über eventuelle Änderungen informieren. Mit freundlichem Gruß, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 12:11 To : xxxxx@xxxx.com Subject : Re: GT3 Es tut mir leid discord habe ich nicht und werde ich auch nicht nutzen. Ich komme aus *****(LOC) Nutze das mate 10 pro. Die Huawei ID: xxxxx@xxxx.com Ich habe keine App die zu erwähnen ist. Die Action lief am 25.8.22 in der Halle 7 Stand,, appgalerie ,, ab 14:00 auf der Gamescom.(siehe Fotos) Meine Frage nochmal : wo bekomme ich die schriftliche (Ausdruck reicht via Mail) Bestätigung das die watch GT3 mein Eigentum ist her. Auf der Gamescom gab es diesbezüglich nichts an die Hand. Mfg *****(PER) Aust Aprikosenstr.6 *****(PHONE) Meckenheim *****(LOC) < xxxxx@xxxx.com> schrieb am Do., 1. Sept. *****(PHONE), 11:55: Sehr geehrter Herrn *****(PER), Wir empfehlen Ihnen, uns über den Discord-Kanal https://discord.gg/daCXQNc4QF direkt von Ihrem Computer aus zu kontaktieren. Wenn Sie Schwierigkeiten bei der Nutzung von Discord haben oder es vorziehen, dass wir den Fall bearbeiten, geben Sie uns bitte folgende Informationen für weitere Untersuchungen: 1. Ihre Huawei-ID 2. Ihr Dienstland AppGallery> Ich> Einstellungen> Land 2. Der Name der Spiele-App 3. Der Name der Kampagne, an der Sie teilgenommen haben 4. Geben Sie an, wie viele HUAWEI-Punkte/Gutscheine/Prämien Sie erhalten sollten 5. Ihre Discord-Kontaktinformationen, falls zutreffend Wenn Sie weitere Fragen haben, antworten Sie bitte auf diesen E-Mail-Thread und wir helfen Ihnen gerne bei Ihren Zweifeln weiter. Mit freundlichen Grüßen, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:35 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE *****(PHONE)",AppGallery ,Others,Unknown,Unknown
22980,64289,RE : GT3,"Sehr geehrter Herrn *****(PER), ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen für den Wartenzeit. Unser internes Team sagte mir, dass wir keine Möglichkeit haben, ein Dokument auszustellen, das beweist, dass der gewonnene Preis Ihnen gehört. Ich bin mir nicht sicher, was Sie erhalten haben, als Sie an der Veranstaltung teilnahmen, aber auch in diesem Fall können wir Ihnen nicht helfen. Vielen Dank für Ihre Mitarbeit Zörgen Sie nicht, uns anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 12:11 To : xxxxx@xxxx.com Subject : Re: GT3 Es tut mir leid discord habe ich nicht und werde ich auch nicht nutzen. Ich komme aus *****(LOC) Nutze das mate 10 pro. Die Huawei ID: xxxxx@xxxx.com Ich habe keine App die zu erwähnen ist. Die Action lief am 25.8.22 in der Halle 7 Stand,, appgalerie ,, ab 14:00 auf der Gamescom.(siehe Fotos) Meine Frage nochmal : wo bekomme ich die schriftliche (Ausdruck reicht via Mail) Bestätigung das die watch GT3 mein Eigentum ist her. Auf der Gamescom gab es diesbezüglich nichts an die Hand. Mfg *****(PER) Aust Aprikosenstr.6 *****(PHONE) Meckenheim *****(LOC) < xxxxx@xxxx.com> schrieb am Do., 1. Sept. *****(PHONE), 11:55: Sehr geehrter Herrn *****(PER), Wir empfehlen Ihnen, uns über den Discord-Kanal https://discord.gg/daCXQNc4QF direkt von Ihrem Computer aus zu kontaktieren. Wenn Sie Schwierigkeiten bei der Nutzung von Discord haben oder es vorziehen, dass wir den Fall bearbeiten, geben Sie uns bitte folgende Informationen für weitere Untersuchungen: 1. Ihre Huawei-ID 2. Ihr Dienstland AppGallery> Ich> Einstellungen> Land 2. Der Name der Spiele-App 3. Der Name der Kampagne, an der Sie teilgenommen haben 4. Geben Sie an, wie viele HUAWEI-Punkte/Gutscheine/Prämien Sie erhalten sollten 5. Ihre Discord-Kontaktinformationen, falls zutreffend Wenn Sie weitere Fragen haben, antworten Sie bitte auf diesen E-Mail-Thread und wir helfen Ihnen gerne bei Ihren Zweifeln weiter. Mit freundlichen Grüßen, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:35 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE *****(PHONE)",AppGallery ,Others,Unknown,Unknown
22978,64246,[AppGallery]Problems and suggestions,Description Nu merge instalat Contact information Vxxxxx@xxxx.com ,AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps
22978,64255,RE : [AppGallery]Problems and suggestions,"Stimate client, Vă mulțumim că ați contactat Aspiegel. Sperăm că sunteti bine. Pentru a vă oferi cea mai bună soluție, vă solicitam urmatoarele informații: 1. O descriere a problemei. 2. O captură de ecran sau o înregistrare video a erorii. 3. Momentul în care s-a produs problema. 4. ID-ul dumneavoastra de Huawei: AppGallery>HMS core>Deschideți apoi faceți o captură de ecran. 5. Modelul telefonului dvs. 6. Numărul SN al dispozitivului dvs. 7. Versiunea AppGallery: Huawei AppGallery>Me> About. 8. HMS Core Version: Huawei AppGallery>HMS core>Deschideți>Setări>About. 9. Aplicație asociată. 10. Versiunea aplicației asociate. 11. Registrul AppGallery Dacă aveți întrebări suplimentare, nu ezitați să răspundeți la acest e-mail și vom fi bucuroși să vă ajutăm să vă clarificați îndoielile. Cu respect, Claudiu Aspiegel ",AppGallery ,Others,Unknown,Unknown
22977,64245,[AppGallery]Problems and suggestions,Description Nu se instalează Contact information Vxxxxx@xxxx.com ,AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps
22972,64235,[AppGallery]Probleme și sugestii,Descriere Nu merge stumble guysul Informații contact Nu pot spune Trimis de pe telefonul meu Huawei,AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps
22972,64242,RE : [AppGallery]Probleme și sugestii,"Stimate client, Vă mulțumim că ați contactat Aspiegel. Sperăm că vă simțiți bine. Acest e-mail este în legătură cu solicitarea dvs. privind problema AppGallery. Pentru a o putea investiga în continuare, vă rugăm să ne furnizați următoarele: 1. O descriere a problemei 2. O captură de ecran sau o înregistrare video a erorii 3. Momentul în care s-a produs problema 4. ID-ul dvs. Huawei: App Gallery>HMS core>Deschideți apoi faceți o captură de ecran 5. Modelul telefonului dvs. 6. Numărul SN al dispozitivului dvs. 7. Versiunea App Gallery: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Deschideți>Setări>Despre 9. Aplicație aferentă 10. Versiunea aplicației aferente 11. Jurnal de aplicații Vă mulțumim pentru cooperare. Pentru întrebări suplimentare, vă rugăm să nu ezitați să răspundeți la acest mesaj și vom fi bucuroși să vă ajutăm să vă clarificați nelămuririle. Cu stimă, Stela Echipa de asistență pentru clienți Aspiegel A Aspiegel SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. Aspiegel SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:09 To : xxxxx@xxxx.com Subject : [AppGallery]Probleme și sugestii Descriere Nu merge stumble guysul Informații contact Nu pot spune Trimis de pe telefonul meu Huawei",AppGallery ,Others,Unknown,Unknown
22964,64204,Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,,AppGallery ,Others,Unknown,Unknown
22964,64211,RE : Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) ",AppGallery ,Others,Unknown,Unknown
22964,64204,Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,,AppGallery ,Others,Unknown,Unknown
22963,64202,[AppGallery]Проблемы и предложения,Timestamp: *****(PHONE)-06-28T11:17:39Z Message: AADSTS*****(PHONE): The endpoint only accepts POST requests. Received a GET request. Контактные данные *****(PHONE) Request Id: *****(PHONE)-ae29-*****(PHONE)-bed1-6d*****(PHONE)a400 Correlation Id: bdd986f6-7e0c-4a65-a7dc-1c*****(PHONE)a*****(PHONE),AppGallery ,Others,Unknown,Unknown
22963,64209,RE : [AppGallery]Проблемы и предложения,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) ",AppGallery ,Others,Unknown,Unknown
22962,64200,VIP September special CH,how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer.,AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22962,64225,RE : VIP September special CH,"Dear customer, Thank you for contacting *****(PERSON). We hope you’re doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The name/title of the campaign - The activity region/country If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) ",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22962,64230,Re: RE : VIP September special CH,"the name: VIP september special CH (vip users only) country : Switzerland ‫בתאריך יום ה׳, 1 בספט׳ *****(PHONE) ב-11:49 מאת <‪xxxxx@xxxx.com‬‏>:‬ Dear customer, Thank you for contacting *****(PERSON). We hope you’re doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The name/title of the campaign - The activity region/country If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) ",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22962,64411,RE : VIP September special CH,"Dear customer, We hope you are doing well. We are bringing you an answer regarding your concern. After checks, it seemed that the VIP Campaign page had an issue which is fixed now. In this case, we advise you to click on AppGallery>Campaigns>VIP September Special CH and you will be able to find all the information and the Terms & Conditions at the end. In the Terms &Conditions it is specified: ""5. How to Enter. 5.1 Any user who makes purchases by debit/credit card, direct carrier billing, or PayPal in all games that downloaded from AppGallery/ Game Center may opt to participate in the campaign. 5.2 This offer is only available to Huawei and other Android device users whose unique Huawei ID is registered within the Campaign territory stated in Section 3, where the Participant also resides. The participant's Huawei ID service region and IP address shall also correspond to their country of residence. "" At the end of the campaign Terms & Conditions, you can also find the list of the games. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela Aspiegel ",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22962,64425,Re: RE : VIP September special CH,"if it's fine to ask what's new in september month? ‫בתאריך יום ה׳, 1 בספט׳ *****(PHONE) ב-17:10 מאת <‪xxxxx@xxxx.com‬‏>:‬ Dear customer, We hope you are doing well. We are bringing you an answer regarding your concern. After checks, it seemed that the VIP Campaign page had an issue which is fixed now. In this case, we advise you to click on AppGallery>Campaigns>VIP September Special CH and you will be able to find all the information and the Terms & Conditions at the end. In the Terms &Conditions it is specified: ""5. How to Enter. 5.1 Any user who makes purchases by debit/credit card, direct carrier billing, or PayPal in all games that downloaded from AppGallery/ Game Center may opt to participate in the campaign. 5.2 This offer is only available to Huawei and other Android device users whose unique Huawei ID is registered within the Campaign territory stated in Section 3, where the Participant also resides. The participant's Huawei ID service region and IP address shall also correspond to their country of residence. "" At the end of the campaign Terms & Conditions, you can also find the list of the games. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela Aspiegel ",AppGallery ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22962,64469,Reply,"Dear user, Thank you for your cooperation. To build better game experience, we build discord channel to update you the latest game campaign, discount activities, and provide you direct services. We recommend you to use our discord channel therefore, you can directly contact our dedicated game operation staff through discord channel. Here is the discord link that serves your country (Switzerland): https://discord.gg/daCXQNc4Q We hope this information is useful and that it will solve your problem. If you have any further questions, please do not hesitate to reply to this e-mail and we will be happy to help you resolve your doubts. Sincerely, Madalin Aspiegel ",AppGallery ,Others,Unknown,Unknown
22959,64193,g[AppGallery]Problem och försla[Ap[AppGallery]Problems and suggestionspGallery]Problem och förslag,Beskrivning Inga certifikat hittades. Kontaktinformation Axxxxx@xxxx.com,AppGallery ,Problem/Fault,General,Security issue / malware
22959,64406,RE : [AppGallery]Problem och förslag[AppGallery]Problems and suggestions,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App Gallery>HMS core>Open then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, *****(PERSON) ",AppGallery ,Others,Unknown,Unknown
22956,64184,Problème cashback,"Bonjour, Je vous envoie ce message car je n'ai pas reçu de cashback sur une offre disponible photo a l'appui, le bot n'a pas su m'aider et me renvoie vers vous. L problème n'est pas récurent il est arrivé le 28 aout Huawei id : *****(PHONE) Merci Matteo CONVERT",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22956,64195,RE : Problème cashback,"Cher Matteo, Merci d'avoir contacté Aspiegel. Nous espérons que vous allez bien. *****(LOC) e-mail est à propos de votre demande concernant le cashback pour les achats dans le jeu. Pour améliorer l'expérience de jeu, nous avons créé un canal discord pour vous tenir au courant des dernières campagnes de jeu, des activités de réduction et pour vous fournir des services directs. Nous vous recommandons de nous contacter via le canal discord : https://discord.gg/3BtJJqHCPe depuis votre ordinateur directement. Nos collègues sont les plus qualifiés et vous aideront volontiers. Si vous avez d'autres questions, n'hésitez pas à répondre à cet e-mail et nous serons heureux de vous aider à résoudre vos doutes. Sincèrement, Stela L'équipe de support client d'Aspiegel Aspiegel SE is a company incorporated under the laws of *****(LOC) with its headquarters in Dublin, *****(LOC). Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in Europe, *****(LOC), *****(LOC), New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 09:35 To : xxxxx@xxxx.com Subject : Problème cashback Bonjour, Je vous envoie ce message car je n'ai pas reçu de cashback sur une offre disponible photo a l'appui, le bot n'a pas su m'aider et me renvoie vers vous. L problème n'est pas récurent il est arrivé le 28 aout Huawei id : *****(PHONE) Merci Matteo CONVERT",AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22948,64155,[AppGallery]Problémák és javaslatok,Leírás Versionproblem Névjegy információk xxxxx@xxxx.com,AppGallery ,Others,Unknown,Unknown
22948,64157,RE : [AppGallery]Problémák és javaslatok,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) ",AppGallery ,Others,Unknown,Unknown
22944,64148,Aspiegel Support issue submit,Product: AppGallery & Games Requests: Refund request: In-App Purchase not received Contact Full Name: *****(PER) Valencia Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Huawei Id Account: xxxxx@xxxx.com Summary of the issue: Compra realizada y descontada pero no me llegó nada al juego Home | News | Events | Products | Partners | Support Copyright Aspiegel SE,AppGallery ,Problem/Fault,Third Party APPs,Refund
22944,64216,RE : Aspiegel Support issue submit,"Estimado *****(PER), Gracias por contactar con Aspiegel. Espero que le vaya bien. Este correo electrónico es en relación con su preocupación sobre ''Compra en la aplicación no recibida''. Estoy encantado de asistirle con su problema y haré todo lo posible para ayudarle. ¿Quiere recibir el artículo comprado o un reembolso? Si quiere recibir el artículo: la mejor solución sería que usted se ponga en contacto con el servicio de atención al cliente del juego, ya que los desarrolladores son los únicos que pueden enviar los artículos directamente. Si quiere recibir un reembolso: Usted debería ponerse en contacto con el desarrollador de la aplicación en cuestión para acceptarle el reembolso por escrito. Hemos verificado en nuestro sistema que su cuenta de Huawei ID ha sido registrada en otro sitio. Por lo tanto, no tenemos acceso a la información de su cuenta. Tendrá que ponerse en contacto con el servicio de atención al cliente de su región. Por favor, acceda a este enlace https://consumer.huawei.com/en/support/contact-us/ y compruebe el servicio de atención al cliente de su país. Atentamente, *****(PER) ",AppGallery ,Problem/Fault,Third Party APPs,Refund
22943,64147,[AppGallery]Problems and suggestions,Description How to installed Contact information Txxxxx@xxxx.com ,AppGallery ,Suggestion,General,Others
22943,64213,RE : [AppGallery]Problems and suggestions,"Dear customer, Thank you for contacting *****(PERSON). We hope you are doing well. This email is in regards to your concern about your AppGallery issue. In order to be able to further investigate it, can you please provide us with the following: 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App Gallery>HMS core>Open then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery Thank you for your cooperation. For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) ",AppGallery ,Others,Unknown,Unknown
22938,64257,RE : [AppGallery]Probleme și sugestii,"Stimate client, Vă mulțumim că ați contactat Aspiegel. Sperăm că sunteti bine. Pentru a vă oferi cea mai bună soluție, vă solicitam urmatoarele informații: 1. O descriere a problemei. 2. O captură de ecran sau o înregistrare video a erorii. 3. Momentul în care s-a produs problema. 4. ID-ul dumneavoastra de Huawei: AppGallery>HMS core>Deschideți apoi faceți o captură de ecran. 5. Modelul telefonului dvs. 6. Numărul SN al dispozitivului dvs. 7. Versiunea AppGallery: Huawei AppGallery>Me> About. 8. HMS Core Version: Huawei AppGallery>HMS core>Deschideți>Setări>About. 9. Aplicație asociată. 10. Versiunea aplicației asociate. 11. Registrul AppGallery Dacă aveți întrebări suplimentare, nu ezitați să răspundeți la acest e-mail și vom fi bucuroși să vă ajutăm să vă clarificați îndoielile. Cu respect, Claudiu Aspiegel ",AppGallery ,Suggestion,General,Others
22935,64164,Problems and suggestions,"Dear customer, thank you for choosing *****(PERSON). We hope that you are doing well. I am glad to assist you with your inquiry and I will do my best to help you with your problem. Perform the following to troubleshoot: Clear the cache data of Google Play Store and Google Play services:（Note:This action will clear your Google account data. It is recommended that you back up the data before doing so. Open Settings, search for Apps, go to More > Show system processes, and touch Google Play Store. Then go to Storage > CLEAR DATA. Repeat the steps for Google Play services. Check whether your phone has a good network connection. It is recommended that you download the app in a good network environment. Check whether Digital balance/Student mode is enabled. If yes, open Settings, search for Digital balance or Student mode, disable it, and try again. Restart the device. Please do not hesitate to contact us if we can be your further assistance. With kind regards, Marian *****(PERSON) ",AppGallery ,Suggestion,General,Others
22931,64270,Envio de recompensa resgatada Sending redeemed rewards,"Estimado Hugo Brito, Recomendamos que nos contacte através do canal discordar https://discord.gg/tkYZC5CAGu a partir do ambiente de trabalho do seu computador directamente. Se tiver quaisquer dificuldades na utilização da discórdia ou se preferir que nós tratemos do caso, queira fornecer-nos as seguintes informações para uma investigação mais aprofundada: 1. A sua identificação Huawei 2. O seu país de serviço AppGallery> Me> Configurações> País 2. O nome da aplicação do jogo 3. O nome da campanha em que participou 4. Descreva quantos Pontos/HUAWEI/Coupon/Preço lhe foram destinados 5. Informações de contacto da sua conta discordante, se aplicável Se tiver mais alguma questão, por favor, sinta-se à vontade para responder a este tópico de correio electrónico e teremos todo o prazer em esclarecê-lo sobre as suas dúvidas. Atenciosamente, Marian Aspiegel ",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64278,Re: Envio de recompensa resgatada Sending redeemed rewards,"Bom dia, Não tenho computador Obter Outlook para Android From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 11:12:40 AM To: xxxxx@xxxx.com Subject: Envio de recompensa resgatada Estimado Hugo Brito, Recomendamos que nos contacte através do canal discordar https://discord.gg/tkYZC5CAGu a partir do ambiente de trabalho do seu computador directamente. Se tiver quaisquer dificuldades na utilização da discórdia ou se preferir que nós tratemos do caso, queira fornecer-nos as seguintes informações para uma investigação mais aprofundada: 1. A sua identificação Huawei 2. O seu país de serviço AppGallery> Me> Configurações> País 2. O nome da aplicação do jogo 3. O nome da campanha em que participou 4. Descreva quantos Pontos/HUAWEI/Coupon/Preço lhe foram destinados 5. Informações de contacto da sua conta discordante, se aplicável Se tiver mais alguma questão, por favor, sinta-se à vontade para responder a este tópico de correio electrónico e teremos todo o prazer em esclarecê-lo sobre as suas dúvidas. Atenciosamente, Marian Aspiegel ",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64290,RE : Envio de recompensa resgatada Sending redeemed rewards,"Estimado Hugo Brito, Obrigado pelo seu regresso e pela sua resposta rápida. Neste caso, a fim de o podermos ajudar, precisaremos das seguintes informações da sua parte: 1. A sua identificação Huawei 2. O seu país de serviço AppGallery> Me> Configurações> País 2. O nome da aplicação do jogo 3. O nome da campanha em que participou 4. Descreva quantos Pontos/HUAWEI/Coupon/Preço lhe foram destinados 5. Informações de contacto da sua conta discordante, se aplicável Se tiver mais alguma questão, por favor, sinta-se à vontade para responder a este tópico de correio electrónico e teremos todo o prazer em esclarecê-lo sobre as suas dúvidas. Atenciosamente, Marian Aspiegel ",AppGallery ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
