Ticket id,Interaction id,Ticket Summary,Interaction content,Type 1,Type 2,Type 3,Type 4
23027,64472,RE : Rechnung brauchen,"Sehr geehrter Kunde, vielen Dank, dass Sie mit *****(PER) Kontakt aufgenommen haben. Wir hoffen, dass es Ihnen gut geht. Diese E-Mail bezieht sich auf Ihre Anfrage bezüglich die Rechnung. Wir bedauern aufrichtig, Ihnen mitteilen zu müssen, dass wir in diesem Moment keinen Link für dieses Szenario anbieten können, vor allem weil die Rechnung über das Mobiltelefon angefordert werden muss. Sie kann nicht über den Laptop erfolgen. Wir danken Ihnen für Ihr Verständnis in dieser Situation. Wir werden Ihr Feedback sicherlich berücksichtigen. Wenn Sie weitere Fragen haben, können Sie gerne auf diesen E-Mail-Thread antworten, und wir werden Ihnen gerne weiterhelfen. Mit freundlichen Gruß, Andrea *****(PER) Kundenservice Die *****(PER) SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). *****(PER) SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 17:43 Subject : RE: Rechnung brauchen Hallo *****(PER), geben Sie mir bitte mal eine richtige URL an. Keiner der uns bekannten Zugänge (ID, Kundencenter, Cloud) weist eine derartige Menüstruktur auf. Abonennements leer, und nirgends sind Zahlungen oder Rechnungen sichtbar Kundencenter, wo wir die Geräte bestellen unter der Company ID, auch nichts mehr. Viele Grüße / Best Regards InfoTech GmbH - Informatik Service Provider *****(PER) xxxxx@xxxx.com www.InfoTech-ISP.net Pommernstraße 4 *****(PHONE) Holzminden fon: +49 *****(PHONE) *****(PHONE)-0 fax: +49 *****(PHONE) *****(PHONE)-20 HRB *****(PHONE) – Amtsgericht Hildesheim USt.-ID: DE 243 337 879, EORI DE*****(PHONE) Geschäftsführung: *****(PER). *****(PER) Disclaimer Diese e-Mail und eventuelle Anhänge ist ausschließlich für die adressierte Person bestimmt und könnte vertrauliche und / oder rechtlich geschützte Information enthalten. Wenn Sie nicht der richtige Adressat sind und/ oder diese e-Mail irrtümlich erhalten haben, informieren Sie bitte sofort den Absender und vernichten diese Mail. Es ist Ihnen in diesem Fall auch nicht gestattet, diese e-Mail teilweise oder ganz zu lesen, zu kopieren, an Unbefugte weiterzuleiten oder anderweitig für sich selbst zu verwenden. Widersprechen Sie nicht, gehen wir davon aus, dass Sie einverstanden sind, dass wir mit Ihnen über das Internet per E-Mail korrespondieren. Unbeschadet dessen ist allein die von uns unterzeichnete schriftliche Fassung verbindlich. Wir weisen darauf hin, dass derartige Nachrichten mit und ohne Zutun von Dritten verloren gehen, verändert oder verfälscht werden können. Auch ist die Vertraulichkeit unter Umständen nicht gewahrt. Wir haften deshalb nicht für die Unversehrtheit von E-Mails nachdem sie unseren Herrschaftsbereich verlassen haben und können Ihnen hieraus entstehende Schäden nicht ersetzen. Infotech behält sich das Recht vor, e-mail Kommunikation durch ihre Netze zu verfolgen. Sollte trotz der von uns verwendeten Virus-Schutz-Programme durch die Zusendung von E-Mails ein Virus in Ihre Systeme gelangen, haften wir nicht für eventuell hieraus entstehende Schäden. From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 4:57 PM To: xxxxx@xxxx.com Subject: Rechnung brauchen Sehr geehrter Herrn *****(PER), ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen für den Wartenzeit. Unser internes Team sagte mir, dass Sie Ihre Rechnung sehen und herunterladen können, wenn Sie dem Pfad folgen. Aber wie auch immer, die Verfügbarkeit der Rechnung sollte 1 Jahr sein. Gehen zu Einstellungen > Kontocenter > Zahlungen und Einkäufe > Kaufhistorie, tippen Sie auf die entsprechende Bestellung und dann auf RECHNUNG ANFORDERN. Füllen Sie alle erforderlichen Felder aus. Bestätigen Sie die eingegebenen Informationen und klicken Sie auf √ in der oberen rechten Ecke, um Ihre Anfrage zu senden. Zörgen Sie nicht, uns anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) *****(PER) Kundenservice Die *****(PER) SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). *****(PER) SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 16:10 Subject : RE: Rechnung brauchen Sehr geehrte Damen und Herren, Sie können also meiner Bitte nach einer Rechnung aus dem Vormonat nicht nachkommen. Ein zahlungsfähiger Einzug ohne Rechnungslegung ist natürlich völlig inakzeptabel. Das gleiche gilt für die 48h Haltefrist, hier gelten in der EU deutlich längere Aufbewahrungsfristen für Belege der Leistungserbringung. Welche Maßnahmen haben Sie getroffen für den Fall, dass die 48h überschritten werden? *****(PER) SE ist die leistungsfakturiende Stelle des Produktes „Company Mobile Cloud“, deren Vertretung Sie hier darstellen? Sie dürfen gern anonym bleiben. Wenn Sie den Case lieber auf englisch führen möchten, habe ich keine Probleme damit. Auf einer Rechnung muss ich aber bestehen und wenn es in Excel geschrieben wird. Viele Grüße / Best Regards InfoTech GmbH - Informatik Service Provider *****(PER) xxxxx@xxxx.com www.InfoTech-ISP.net Pommernstraße 4 *****(PHONE) Holzminden fon: +49 *****(PHONE) *****(PHONE)-0 fax: +49 *****(PHONE) *****(PHONE)-20 HRB *****(PHONE) – Amtsgericht Hildesheim USt.-ID: DE 243 337 879, EORI DE*****(PHONE) Geschäftsführung: *****(PER). *****(PER) Disclaimer Diese e-Mail und eventuelle Anhänge ist ausschließlich für die adressierte Person bestimmt und könnte vertrauliche und / oder rechtlich geschützte Information enthalten. Wenn Sie nicht der richtige Adressat sind und/ oder diese e-Mail irrtümlich erhalten haben, informieren Sie bitte sofort den Absender und vernichten diese Mail. Es ist Ihnen in diesem Fall auch nicht gestattet, diese e-Mail teilweise oder ganz zu lesen, zu kopieren, an Unbefugte weiterzuleiten oder anderweitig für sich selbst zu verwenden. Widersprechen Sie nicht, gehen wir davon aus, dass Sie einverstanden sind, dass wir mit Ihnen über das Internet per E-Mail korrespondieren. Unbeschadet dessen ist allein die von uns unterzeichnete schriftliche Fassung verbindlich. Wir weisen darauf hin, dass derartige Nachrichten mit und ohne Zutun von Dritten verloren gehen, verändert oder verfälscht werden können. Auch ist die Vertraulichkeit unter Umständen nicht gewahrt. Wir haften deshalb nicht für die Unversehrtheit von E-Mails nachdem sie unseren Herrschaftsbereich verlassen haben und können Ihnen hieraus entstehende Schäden nicht ersetzen. Infotech behält sich das Recht vor, e-mail Kommunikation durch ihre Netze zu verfolgen. Sollte trotz der von uns verwendeten Virus-Schutz-Programme durch die Zusendung von E-Mails ein Virus in Ihre Systeme gelangen, haften wir nicht für eventuell hieraus entstehende Schäden. From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 1:55 PM To: xxxxx@xxxx.com Subject: Rechnung brauchen Sehr geehrter Herrn *****(PER), vielen Dank, dass Sie sich für *****(PER) entschieden haben. Wir hoffen, dass es Ihnen gut geht. Ich schreibe Ihnen wegen den Rechnungen des Sie brauchen. Sie finden diese Rechnungen schnell wenn Sie: Gehen zu Einstellungen > Kontocenter > Zahlungen und Einkäufe > Kaufhistorie, tippen Sie auf die entsprechende Bestellung und dann auf RECHNUNG ANFORDERN. Füllen Sie alle erforderlichen Felder aus. Bestätigen Sie die eingegebenen Informationen und klicken Sie auf √ in der oberen rechten Ecke, um Ihre Anfrage zu senden. Sie können nur 48 Stunden nach der Zahlung eine Rechnung anfordern. Company wird innerhalb von 48 Stunden eine digitale Rechnung ausstellen. Ich bedanke mich Ihnen für Ihre verständnis und ich wünsche Ihnen einen schönen Tag weiter. Zörgen Sie nicht, uns in Zukunft anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) *****(PER) Kundenservice Die *****(PER) SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). *****(PER) SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:32 To : xxxxx@xxxx.com Subject : *****(PER) Support issue submit Product: Cloud Requests: View, change or cancel subscription Contact Full Name: *****(PER) Phone Number: +49 *****(PHONE) Contact Email Address: xxxxx@xxxx.com Company Id Account: xxxxx@xxxx.com Summary of the issue: I need a bill for this subscription (German Business Requirements) there is no App-NameCompany Cloud Zahlungsmethode Company Abonniert *****(PHONE)-02-05 05:59:41 Abonnementnummer H*****(PHONE)ED*****(PHONE) Home | News | Events | Products | Partners | Support Copyright *****(PER) SE *****(PHONE) *****(PHONE)",Purchasing,Suggestion,Invoice,Invoice related request
23020,64423,Money being taken,I want this cancelled thankyou Get Outlook for Android,Purchasing,Suggestion,Payment,Subscription cancellation
23019,64422,Thought I was doing a quiz then realised it was going to take monthly money which I've just cancelled thankyou Mrs Susan pugh 16 hillrise avenue Ryde Isle of Wight po333tt,I don't know what this payment is for so can you cancel it for me thanks sue *****(PERSON) hillrise avenue Ryde Isle of Wight po333tt Get Outlook for Android,Purchasing,Suggestion,Payment,Subscription cancellation
23019,64427,RE : cancel,"Dear *****(PERSON), Thank you for contacting *****(PERSON). We hope you’re doing well. This email is regarding your concern about Cancelling your subscription/payment. I'll be more than happy to assist you with your inquiry. If you are being charged a monthly amount from your bank account, it means that you may have an active subscription now or you have accessed the free trial of some application in the past, after which, once the trial period has passed, you have started to be charged a monthly fee. We do not have the necessary permission to cancel subscriptions on behalf of our users, but I will gladly walk you through the process on how to cancel it. Go to https://id7.cloud.Company.com/CAS/portal/login.html > Log in > Account Center > Payment and purchases > Subscriptions/Password-free payments and click Remove. If you will access our online portal through your phone's browser, please enable first the desktop site, so you will be able to see the ""Payment and Purchases"" window. If, for any reason, you need further assistance with your inquiry, please send us the following information: 1. You Company ID (Phone number include country code/ Email address): 2. Proof of transactions: a) If the payment was made with your Bank card Copy of your bank statement showing the charges from *****(PERSON) SE and the last 4 digits of your bank card. b) If the payment was made with your PayPal A screenshot of payment with transaction invoice number available ID starting with P*****(PHONE).. c) If the payment was made with your Phone The phone number get charged A screenshot of phone bill showing the charges from *****(PERSON) SE We hope this information is useful and it solves your issue. For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Also, we would greatly appreciate your feedback regarding our email exchange, as we need your input to keep improving our service. Therefore, we invite you to fill in the survey that will soon arrive on the email address you used to contact us. Sincerely, Cristiana *****(PERSON) ",Purchasing,Suggestion,Payment,Subscription cancellation
23019,64436,Re: RE : cancel,"Thanks for email, in dont know what this money I'm paying for is anyway I've know idea what password is I have Alzheimer's and my family tell me to leave my phone alone so hopefully it's cancelled through PayPal I'll soon know when I get a email.to say payment has not gone out I'll deal with it then thanks *****(PERSON) pugh 16 hillrise avenue Ryde Isle of Wight po333tt Get Outlook for Android From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 3:36:49 PM To: xxxxx@xxxx.com Subject: RE : cancel Dear *****(PERSON), Thank you for contacting *****(PERSON). We hope you’re doing well. This email is regarding your concern about Cancelling your subscription/payment. I'll be more than happy to assist you with your inquiry. If you are being charged a monthly amount from your bank account, it means that you may have an active subscription now or you have accessed the free trial of some application in the past, after which, once the trial period has passed, you have started to be charged a monthly fee. We do not have the necessary permission to cancel subscriptions on behalf of our users, but I will gladly walk you through the process on how to cancel it. Go to https://id7.cloud.Company.com/CAS/portal/login.html > Log in > Account Center > Payment and purchases > Subscriptions/Password-free payments and click Remove. If you will access our online portal through your phone's browser, please enable first the desktop site, so you will be able to see the ""Payment and Purchases"" window. If, for any reason, you need further assistance with your inquiry, please send us the following information: 1. You Company ID (Phone number include country code/ Email address): 2. Proof of transactions: a) If the payment was made with your Bank card Copy of your bank statement showing the charges from *****(PERSON) SE and the last 4 digits of your bank card. b) If the payment was made with your PayPal A screenshot of payment with transaction invoice number available ID starting with P*****(PHONE).. c) If the payment was made with your Phone The phone number get charged A screenshot of phone bill showing the charges from *****(PERSON) SE We hope this information is useful and it solves your issue. For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Also, we would greatly appreciate your feedback regarding our email exchange, as we need your input to keep improving our service. Therefore, we invite you to fill in the survey that will soon arrive on the email address you used to contact us. Sincerely, Cristiana *****(PERSON) ",Purchasing,Suggestion,Payment,Subscription cancellation
23019,64437,RE : cancel,"Dear *****(PERSON), Thank for reaching us back and clarifying the situation. I understand this situation might be difficult for you and how it has caused inconvenience for your situation, but rest assured we will do our best to find a fitted solution for your problem. To proceed further, would you please forward us the following details? : - If the payment was made with your PayPal: A screenshot of payment with transaction invoice number available Id starting with P*****(PHONE).. After that we will contact our internal team and get back to you as soon as possible. For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Cristiana *****(PERSON) ",Purchasing,Suggestion,Payment,Subscription cancellation
23016,64413,RE: Rechnung brauchen,"Dear Sir or Madam, so you cannot meet my request for an invoice from the previous month.Of course, a payable entry without accounting is completely unacceptable.The same applies to the 48h stopping period, here in the EU there are significantly longer retention periods for evidence of the provision of services.What measures did you take in the event that the 48h is exceeded?Company SE is the performance -based point of the ""Company Mobile Cloud"" product, the representation of which you represent here?You are welcome to remain anonymous.If you prefer to run the case in English, I have no problems with it.However, I have to insist on an invoice and if it is written in Excel.Many greetings / Best Regards InfoTech GmbH - Informatik Service Provider ***** (per) xxxxx@xxxx.com www.infotech-Sisp.net Pommernstraße 4 ***** (Phone) Holzminden Fon: +49 *****(Phone) ***** (Phone) -0 Fax: +49 ***** (Phone) ***** (Phone) -20 HRB ***** (Phone)-District Court Hildesheim VAT.-ID: DE 243 337 879, Eori de ***** (Phone) management: ***** (per).***** (per) disclaimer This email and any attachments are only intended for the addressed person and could contain confidential and / or legally protected information.If you are not the right addressee and/ or have received this email erroneously, please inform the sender immediately and destroy this email.In this case, you are also not allowed to read, copy this email in part, to be copied, forward to unauthorized persons or to use it for yourself.If you do not contradict, we assume that you agree that we correspond to you via the Internet via email.Without prejudice to this, the written version we signed alone is binding.We would like to point out that such news can be lost, changed or falsified with and without the intervention of third parties.The confidentiality may also not be preserved.We are therefore not liable for the integrity of e-mails after you have left our area of ​​rule and cannot compensate you with this.InfoTech reserves the right to pursue email communication through your networks.If, despite the virus protection programs we use, a virus can be reached to your systems by sending emails, we are not liable for any damage that may result.From: xxxxxx@xxxx.com Sent: Thursday, September 1, ***** (Phone) 1:55 PM to: xxxxx@xxxx.com Subject: Invoice need Dear Mr. ***** (per), manyThank you for choosing Company.We hope you are doing well.I will write to you for the bills of you.You can find these bills quickly If you: go to settings> Accenter> Payments and purchases> Purchase history, tap the corresponding order and then request it on account.Fill out all the necessary fields.Confirm the information entered and click on √ in the upper right corner to send your request.You can request an invoice only 48 hours after payment.Company will issue a digital invoice within 48 hours.I thank you for your understanding and I wish you a nice day.Do not avoid addressing us in the future if we can help you further.With friendly greeting, ***** (per) customer service The Company SE is a society under Irish law based in ***** (loc), ***** (loc).Company SE is the provider of Company Mobile Services for Company and Honor device owners in ***** (LOC), ***** (LOC), ***** (LOC), ***** (LOC) and other countries.From: xxxxxx@xxxx.com Sent: thursday 01 September ***** (Phone) 13:32 to: xxxxxx@xxxx.com Subject: Company Support issue Submit Product: Cloud Requests: View, Change Or Cancel Subscription Contact Full Name: ***** (per) Phone Number: +49 ***** (Phone) Contact Email Address: xxxxxx@xxxx.com Company ID Account: xxxxx@xxxx.com Summary of the Issue: I Need a Bill forThis subscription (German Business Requirements) There is no app-NameCompany Cloud Payment Method Company ***** (Phone) -02-05 05:59:41 Subscription number H ***** (Phone) Ed *****(Phone) Home |News |Events |Products |Partners |Support Copyright Company SE ***** (Phone)",Purchasing,Suggestion,Invoice,Invoice related request
23016,64419,RE : Rechnung brauchen,"Sehr geehrter Herrn *****(PER), vielen Dank für die Bereitstellung der angeforderten Informationen. Ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen, dass Sie noch ein Bisschien warten müssen. Wir schätzen Ihre Zusammenarbeit sehr. Ich werde Ihr Problem mit unserem spezialisierten Team prüfen und Sie so schnell wie möglich über eventuelle Änderungen informieren. Mit freundlichem Gruß, *****(PER) Kundenservice Die Company SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Company SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 16:10 Subject : RE: Rechnung brauchen Sehr geehrte Damen und Herren, Sie können also meiner Bitte nach einer Rechnung aus dem Vormonat nicht nachkommen. Ein zahlungsfähiger Einzug ohne Rechnungslegung ist natürlich völlig inakzeptabel. Das gleiche gilt für die 48h Haltefrist, hier gelten in der EU deutlich längere Aufbewahrungsfristen für Belege der Leistungserbringung. Welche Maßnahmen haben Sie getroffen für den Fall, dass die 48h überschritten werden? Company SE ist die leistungsfakturiende Stelle des Produktes „Company Mobile Cloud“, deren Vertretung Sie hier darstellen? Sie dürfen gern anonym bleiben. Wenn Sie den Case lieber auf englisch führen möchten, habe ich keine Probleme damit. Auf einer Rechnung muss ich aber bestehen und wenn es in Excel geschrieben wird. Viele Grüße / Best Regards InfoTech GmbH - Informatik Service Provider *****(PER) R. *****(PER) xxxxx@xxxx.com www.InfoTech-ISP.net Pommernstraße 4 *****(PHONE) Holzminden fon: +49 *****(PHONE) *****(PHONE)-0 fax: +49 *****(PHONE) *****(PHONE)-20 HRB *****(PHONE) – Amtsgericht Hildesheim USt.-ID: DE 243 337 879, EORI DE*****(PHONE) Geschäftsführung: *****(PER). R. *****(PER) Disclaimer Diese e-Mail und eventuelle Anhänge ist ausschließlich für die adressierte Person bestimmt und könnte vertrauliche und / oder rechtlich geschützte Information enthalten. Wenn Sie nicht der richtige Adressat sind und/ oder diese e-Mail irrtümlich erhalten haben, informieren Sie bitte sofort den Absender und vernichten diese Mail. Es ist Ihnen in diesem Fall auch nicht gestattet, diese e-Mail teilweise oder ganz zu lesen, zu kopieren, an Unbefugte weiterzuleiten oder anderweitig für sich selbst zu verwenden. Widersprechen Sie nicht, gehen wir davon aus, dass Sie einverstanden sind, dass wir mit Ihnen über das Internet per E-Mail korrespondieren. Unbeschadet dessen ist allein die von uns unterzeichnete schriftliche Fassung verbindlich. Wir weisen darauf hin, dass derartige Nachrichten mit und ohne Zutun von Dritten verloren gehen, verändert oder verfälscht werden können. Auch ist die Vertraulichkeit unter Umständen nicht gewahrt. Wir haften deshalb nicht für die Unversehrtheit von E-Mails nachdem sie unseren Herrschaftsbereich verlassen haben und können Ihnen hieraus entstehende Schäden nicht ersetzen. Infotech behält sich das Recht vor, e-mail Kommunikation durch ihre Netze zu verfolgen. Sollte trotz der von uns verwendeten Virus-Schutz-Programme durch die Zusendung von E-Mails ein Virus in Ihre Systeme gelangen, haften wir nicht für eventuell hieraus entstehende Schäden. From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 1:55 PM To: xxxxx@xxxx.com Subject: Rechnung brauchen Sehr geehrter Herrn *****(PER), vielen Dank, dass Sie sich für Company entschieden haben. Wir hoffen, dass es Ihnen gut geht. Ich schreibe Ihnen wegen den Rechnungen des Sie brauchen. Sie finden diese Rechnungen schnell wenn Sie: Gehen zu Einstellungen > Kontocenter > Zahlungen und Einkäufe > Kaufhistorie, tippen Sie auf die entsprechende Bestellung und dann auf RECHNUNG ANFORDERN. Füllen Sie alle erforderlichen Felder aus. Bestätigen Sie die eingegebenen Informationen und klicken Sie auf √ in der oberen rechten Ecke, um Ihre Anfrage zu senden. Sie können nur 48 Stunden nach der Zahlung eine Rechnung anfordern. Company wird innerhalb von 48 Stunden eine digitale Rechnung ausstellen. Ich bedanke mich Ihnen für Ihre verständnis und ich wünsche Ihnen einen schönen Tag weiter. Zörgen Sie nicht, uns in Zukunft anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) Kundenservice Die Company SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Company SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:32 To : xxxxx@xxxx.com Subject : Company Support issue submit Product: Cloud Requests: View, change or cancel subscription Contact Full Name: *****(PER) R. *****(PER) Phone Number: +49 *****(PHONE) Contact Email Address: xxxxx@xxxx.com Company Id Account: xxxxx@xxxx.com Summary of the issue: I need a bill for this subscription (German Business Requirements) there is no App-NameCompany Cloud Zahlungsmethode Company Abonniert *****(PHONE)-02-05 05:59:41 Abonnementnummer H*****(PHONE)ED*****(PHONE) Home | News | Events | Products | Partners | Support Copyright Company SE *****(PHONE)",Purchasing,Suggestion,Invoice,Invoice related request
23016,64435, Rechnung brauchen,"Sehr geehrter Herrn *****(PER), ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen für den Wartenzeit. Unser internes Team sagte mir, dass Sie Ihre Rechnung sehen und herunterladen können, wenn Sie dem Pfad folgen. Aber wie auch immer, die Verfügbarkeit der Rechnung sollte 1 Jahr sein. Gehen zu Einstellungen > Kontocenter > Zahlungen und Einkäufe > Kaufhistorie, tippen Sie auf die entsprechende Bestellung und dann auf RECHNUNG ANFORDERN. Füllen Sie alle erforderlichen Felder aus. Bestätigen Sie die eingegebenen Informationen und klicken Sie auf √ in der oberen rechten Ecke, um Ihre Anfrage zu senden. Zörgen Sie nicht, uns anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) Kundenservice Die Company SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Company SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 16:10 Subject : RE: Rechnung brauchen Sehr geehrte Damen und Herren, Sie können also meiner Bitte nach einer Rechnung aus dem Vormonat nicht nachkommen. Ein zahlungsfähiger Einzug ohne Rechnungslegung ist natürlich völlig inakzeptabel. Das gleiche gilt für die 48h Haltefrist, hier gelten in der EU deutlich längere Aufbewahrungsfristen für Belege der Leistungserbringung. Welche Maßnahmen haben Sie getroffen für den Fall, dass die 48h überschritten werden? Company SE ist die leistungsfakturiende Stelle des Produktes „Company Mobile Cloud“, deren Vertretung Sie hier darstellen? Sie dürfen gern anonym bleiben. Wenn Sie den Case lieber auf englisch führen möchten, habe ich keine Probleme damit. Auf einer Rechnung muss ich aber bestehen und wenn es in Excel geschrieben wird. Viele Grüße / Best Regards InfoTech GmbH - Informatik Service Provider *****(PER) R. *****(PER) xxxxx@xxxx.com www.InfoTech-ISP.net Pommernstraße 4 *****(PHONE) Holzminden fon: +49 *****(PHONE) *****(PHONE)-0 fax: +49 *****(PHONE) *****(PHONE)-20 HRB *****(PHONE) – Amtsgericht Hildesheim USt.-ID: DE 243 337 879, EORI DE*****(PHONE) Geschäftsführung: *****(PER). R. *****(PER) Disclaimer Diese e-Mail und eventuelle Anhänge ist ausschließlich für die adressierte Person bestimmt und könnte vertrauliche und / oder rechtlich geschützte Information enthalten. Wenn Sie nicht der richtige Adressat sind und/ oder diese e-Mail irrtümlich erhalten haben, informieren Sie bitte sofort den Absender und vernichten diese Mail. Es ist Ihnen in diesem Fall auch nicht gestattet, diese e-Mail teilweise oder ganz zu lesen, zu kopieren, an Unbefugte weiterzuleiten oder anderweitig für sich selbst zu verwenden. Widersprechen Sie nicht, gehen wir davon aus, dass Sie einverstanden sind, dass wir mit Ihnen über das Internet per E-Mail korrespondieren. Unbeschadet dessen ist allein die von uns unterzeichnete schriftliche Fassung verbindlich. Wir weisen darauf hin, dass derartige Nachrichten mit und ohne Zutun von Dritten verloren gehen, verändert oder verfälscht werden können. Auch ist die Vertraulichkeit unter Umständen nicht gewahrt. Wir haften deshalb nicht für die Unversehrtheit von E-Mails nachdem sie unseren Herrschaftsbereich verlassen haben und können Ihnen hieraus entstehende Schäden nicht ersetzen. Infotech behält sich das Recht vor, e-mail Kommunikation durch ihre Netze zu verfolgen. Sollte trotz der von uns verwendeten Virus-Schutz-Programme durch die Zusendung von E-Mails ein Virus in Ihre Systeme gelangen, haften wir nicht für eventuell hieraus entstehende Schäden. From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 1:55 PM To: xxxxx@xxxx.com Subject: Rechnung brauchen Sehr geehrter Herrn *****(PER), vielen Dank, dass Sie sich für Company entschieden haben. Wir hoffen, dass es Ihnen gut geht. Ich schreibe Ihnen wegen den Rechnungen des Sie brauchen. Sie finden diese Rechnungen schnell wenn Sie: Gehen zu Einstellungen > Kontocenter > Zahlungen und Einkäufe > Kaufhistorie, tippen Sie auf die entsprechende Bestellung und dann auf RECHNUNG ANFORDERN. Füllen Sie alle erforderlichen Felder aus. Bestätigen Sie die eingegebenen Informationen und klicken Sie auf √ in der oberen rechten Ecke, um Ihre Anfrage zu senden. Sie können nur 48 Stunden nach der Zahlung eine Rechnung anfordern. Company wird innerhalb von 48 Stunden eine digitale Rechnung ausstellen. Ich bedanke mich Ihnen für Ihre verständnis und ich wünsche Ihnen einen schönen Tag weiter. Zörgen Sie nicht, uns in Zukunft anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) Kundenservice Die Company SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Company SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:32 To : xxxxx@xxxx.com Subject : Company Support issue submit Product: Cloud Requests: View, change or cancel subscription Contact Full Name: *****(PER) R. *****(PER) Phone Number: +49 *****(PHONE) Contact Email Address: xxxxx@xxxx.com Company Id Account: xxxxx@xxxx.com Summary of the issue: I need a bill for this subscription (German Business Requirements) there is no App-NameCompany Cloud Zahlungsmethode Company Abonniert *****(PHONE)-02-05 05:59:41 Abonnementnummer H*****(PHONE)ED*****(PHONE) Home | News | Events | Products | Partners | Support Copyright Company SE *****(PHONE)",Purchasing,Suggestion,Invoice,Invoice related request
23011,64369,Unknown,I want to end the subscription with billing ID B-67y ***** (Phone) US ***** (Phone) F,Purchasing,Suggestion,Payment,Subscription cancellation
